date,URL,topic
2025-08-25,https://www.theverge.com/games/761025/framework-desktop-bazzite-linux-steam-machine-pc-game-console-impressions,The Framework Desktop and Linux have shown me the path to PC gaming in the living room
2025-08-25,https://www.engadget.com/science/space/spacex-is-about-to-launch-starship-for-its-10th-test-flight-215652105.html?src=rss,SpaceX is about to launch Starship for its 10th test flight
2025-08-26,https://techcrunch.com/2025/08/25/tesla-could-have-avoided-that-242-5m-autopilot-verdict-filings-show/,"Tesla could have avoided that $242.5M Autopilot verdict, filings show"
2025-08-26,https://venturebeat.com/ai/this-website-lets-you-blind-test-gpt-5-vs-gpt-4o-and-the-results-may-surprise-you/,This website lets you blind-test GPT-5 vs. GPT-4o—and the results may surprise you
2025-08-26,https://arstechnica.com/gadgets/2025/08/google-will-block-sideloading-of-unverified-android-apps-starting-next-year/,Google will block sideloading of unverified Android apps starting next year
2025-08-26,https://www.theverge.com/tech/765254/amazon-kindle-colorsoft-16gb-e-reader-deal-sale,The new entry-level Kindle Colorsoft is $30 off for a limited time
2025-08-26,https://www.engadget.com/apps/imgur-protest-covers-the-front-page-in-anti-medialab-memes-225502091.html?src=rss,Imgur protest covers the front page in anti-MediaLab memes
2025-08-27,https://techcrunch.com/2025/08/26/spacex-notches-major-wins-during-tenth-starship-test/,SpaceX notches major wins during tenth Starship test
2025-08-27,https://venturebeat.com/ai/how-procedural-memory-can-cut-the-cost-and-complexity-of-ai-agents/,How procedural memory can cut the cost and complexity of AI agents
2025-08-27,https://arstechnica.com/tech-policy/2025/08/authors-celebrate-historic-settlement-coming-soon-in-anthropic-class-action/,Authors celebrate “historic” settlement coming soon in Anthropic class action
2025-08-27,https://www.techradar.com/pro/scientists-find-a-way-to-potentially-reach-terabit-speeds-wirelessly-around-obstacles-using-machine-learning-ai-and-yes-metasurfaces,"Scientists find a way to potentially reach terabit speeds wirelessly around obstacles using machine learning, AI - and yes, metasurfaces"
2025-08-27,https://www.theverge.com/microsoft/766429/microsoft-emergency-press-conference-palestine-protest,Microsoft hosts emergency press conference after protesters &#8216;storm a building&#8217;
2025-08-27,https://www.engadget.com/gaming/video-games-weekly-climbing-games-are-so-hot-right-now-010748663.html?src=rss,Video Games Weekly: Climbing games are so hot right now
2025-08-28,https://techcrunch.com/2025/08/27/nvidia-reports-record-sales-as-the-ai-boom-continues/,Nvidia reports record sales as the AI boom continues
2025-08-28,https://venturebeat.com/ai/salesforce-builds-flight-simulator-for-ai-agents-as-95-of-enterprise-pilots-fail-to-reach-production/,Salesforce builds ‘flight simulator’ for AI agents as 95% of enterprise pilots fail to reach production
2025-08-28,https://arstechnica.com/health/2025/08/report-cdc-director-being-ousted-just-weeks-after-senate-confirmation/,CDC director has been ousted just weeks after Senate confirmation
2025-08-28,https://www.techradar.com/pro/1-trillion-worth-of-data-centers-by-2030-us-leads-the-way-when-it-comes-to-colocation-and-hyperscale-capacity-report-posits,$1 trillion worth of data centers by 2030: US leads the way when it comes to colocation and hyperscale capacity - but for how long?
2025-08-28,https://www.theverge.com/social/767063/4chan-kiwi-farms-lawsuit-uk-ofcom,4Chan and Kiwi Farms file joint lawsuit against the UK
2025-08-28,https://www.engadget.com/mobile/ios-26-heres-everything-you-need-to-know-about-apples-upcoming-iphone-and-ipad-updates-135749976.html?src=rss,iOS 26: Here's everything you need to know about Apple's upcoming iPhone and iPad updates
2025-08-28,https://www.theverge.com/news/767164/samsung-is-unpacking-again-in-early-september,Samsung is Unpacking again in early September
2025-08-28,https://www.engadget.com/mobile/smartphones/samsung-will-hold-another-unpacked-on-september-4-230040711.html?src=rss,Samsung will hold another Unpacked on September 4
2025-08-28,https://www.techradar.com/pro/security/ai-set-to-supercharge-insiders-threat-as-cybersecurity-professionals-warn-of-an-impending-ai-agent-onslaught,"AI ""set to supercharge insider threats"" - as cybersecurity professionals warn of an impending AI agent onslaught"
2025-08-28,https://www.techradar.com/ai-platforms-assistants/apple-intelligence/apple-could-give-siri-a-big-gemini-upgrade-here-are-5-reasons-why-i-really-hope-that-happens,Apple could give Siri a big Gemini upgrade – here are 5 reasons why I really hope that happens
2025-08-28,https://www.theverge.com/news/767208/fda-covid-vaccine-approval-rfk-cdc-director-susan-monarez,"FDA approves updated covid vaccines, but with severe new limits"
2025-08-28,https://techcrunch.com/2025/08/27/with-indias-corporate-banking-lagging-decades-behind-consumer-fintech-transbnk-raises-25m-to-bridge-the-gap/,"With India’s corporate banking lagging decades behind consumer fintech, TransBnk raises $25M to bridge the gap"
2025-08-28,https://www.techradar.com/computing/gpu/amds-next-gen-flagship-gpu-could-rival-nvidias-mighty-rtx-5090-and-i-couldnt-be-more-excited,AMD's next-gen flagship GPU could rival Nvidia's mighty RTX 5090 - and I couldn't be more excited
2025-08-29,https://techcrunch.com/2025/08/28/trump-administrations-deal-is-structured-to-prevent-intel-from-selling-foundry-unit/,Trump administration’s deal is structured to prevent Intel from selling foundry unit
2025-08-29,https://venturebeat.com/ai/in-crowded-voice-ai-market-openai-bets-on-instruction-following-and-expressive-speech-to-win-enterprise-adoption/,"In crowded voice AI market, OpenAI bets on instruction-following and expressive speech to win enterprise adoption"
2025-08-29,https://arstechnica.com/science/2025/08/genetically-central-american-mammoths-were-weird/,"Genetically, Central American mammoths were weird"
2025-08-29,https://www.techradar.com/streaming/hbo-max/the-pitt-season-2,The Pitt season 2: everything we know so far about the hit HBO Max show's return
2025-08-29,https://www.theverge.com/microsoft/767841/microsoft-fires-two-more-protesters-no-azure-for-apartheid,Microsoft fires two more employees for participating in Palestine protests on campus
2025-08-29,https://www.engadget.com/social-media/meta-is-bringing-ai-powered-npcs-to-the-metaverse-231605236.html?src=rss,Meta is bringing AI-powered NPCs to the metaverse
2025-08-30,https://techcrunch.com/2025/08/29/cracks-are-forming-in-metas-partnership-with-scale-ai/,Cracks are forming in Meta’s partnership with Scale AI
2025-08-30,https://venturebeat.com/security/software-is-40-of-security-budgets-as-cisos-shift-to-ai-defense/,Software commands 40% of cybersecurity budgets as gen AI attacks execute in milliseconds
2025-08-30,https://arstechnica.com/gadgets/2025/08/i-like-plaintiffs-chances-prime-video-back-in-court-over-using-the-word-buy/,The fight against labeling long-term streaming rentals as “purchases” you “buy”
2025-08-30,https://www.techradar.com/streaming/entertainment/outlander-blood-of-my-blood-episode-6-will-be-the-most-shocking-yet-as-cast-admit-they-hit-rock-bottom,Outlander: Blood of My Blood episode 6 will be the most shocking yet as cast admit they ‘hit rock bottom’
2025-08-30,https://www.theverge.com/ai-artificial-intelligence/762594/fable-showrunner-edwatch-saatchi-interview,Showrunner wants to turn you into a happy little content prompter for the &#8216;Netflix of AI&#8217;
2025-08-30,https://www.engadget.com/ai/libby-is-adding-an-ai-book-recommendation-feature-190903260.html?src=rss,Libby is adding an AI book recommendation feature
2025-08-31,https://techcrunch.com/2025/08/30/taco-bell-is-having-second-thoughts-about-relying-on-ai-at-the-drive-through/,Taco Bell is having second thoughts about relying on AI at the drive-through
2025-08-31,https://arstechnica.com/science/2025/08/texas-suit-alleging-anti-coal-cartel-of-top-wall-street-firms-could-reshape-esg/,Texas suit alleging anti-coal “cartel” of top Wall Street firms could reshape ESG
2025-08-31,https://www.techradar.com/pro/this-creative-concept-reinvents-the-1-44mb-floppy-disk-as-a-modern-storage-device-a-holder-for-todays-sd-cards-packing-terabytes-of-storage,This creative concept reinvents the 1.44MB floppy disk as a modern storage device – a holder for today’s SD cards packing terabytes of storage
2025-08-31,https://www.theverge.com/news/768431/windows-update-didnt-brick-your-ssd,"No, a Windows update probably didn’t brick your SSD"
2025-08-31,https://www.engadget.com/entertainment/what-to-read-this-weekend-two-thrilling-horror-novels-in-one-201544768.html?src=rss,What to read this weekend: Two thrilling horror novels in one
2025-09-02,https://techcrunch.com/2025/09/01/behind-the-scenes-and-front-row-access-volunteer-at-techcrunch-disrupt-2025-while-you-still-can/,Behind the scenes and front-row access: Volunteer at TechCrunch Disrupt 2025 while you still can
2025-09-02,https://arstechnica.com/science/2025/08/research-roundup-6-cool-science-stories-we-almost-missed-2/,Research roundup: 6 cool science stories we almost missed
2025-09-02,https://www.techradar.com/streaming/amazon-prime-video/prime-video-cancels-beloved-series-with-94-percent-on-rotten-tomatoes-but-the-crew-is-optimistic-well-find-a-home-that-believes-in-the-show,"Prime Video cancels beloved series with 94% on Rotten Tomatoes, but the crew is ‘optimistic we’ll find a home that believes in the show'"
2025-09-02,https://www.theverge.com/tech/767824/best-labor-day-sales-cheap-tech-deals-under-100-2025,The 28 best Labor Day deals you still can grab for $100 or less
2025-09-02,https://www.engadget.com/ai/chinese-social-media-platforms-roll-out-labels-for-ai-generated-material-194803979.html?src=rss,Chinese social media platforms roll out labels for AI-generated material
2025-09-04,https://techcrunch.com/2025/09/03/xais-cfo-is-the-latest-executive-to-leave-the-elon-musks-ai-firm/,xAI’s CFO is the latest executive to leave the Elon Musk’s AI firm
2025-09-04,https://arstechnica.com/science/2025/09/these-psychological-tricks-can-get-llms-to-respond-to-forbidden-prompts/,These psychological tricks can get LLMs to respond to “forbidden” prompts
2025-09-04,https://www.techradar.com/pro/microsoft-is-gifting-the-us-government-usd6-billion-worth-of-office-and-365-software-savings,Microsoft is gifting the US Government $6 billion worth of Office and 365 software savings
2025-09-04,https://www.theverge.com/news/770509/007-first-light-state-of-play-september-2025,"007 First Light looks like a hit, man"
2025-09-04,https://www.engadget.com/mobile/everything-you-need-to-know-about-ios-26-features-and-the-upcoming-apple-iphone-update-135749757.html?src=rss,Everything you need to know about iOS 26 features and the upcoming Apple iPhone update
2025-09-04,https://techcrunch.com/2025/09/03/scale-ai-is-suing-a-former-employee-and-rival-mercor-alleging-they-tried-to-steal-its-biggest-customers/,"Scale AI is suing a former employee and rival Mercor, alleging they tried to steal its biggest customers"
2025-09-04,https://arstechnica.com/health/2025/09/strong-men-hot-mics-putin-and-xi-dream-about-immortality-living-to-150/,Putin: “Immortality” coming soon through continuous organ transplants
2025-09-04,https://www.techradar.com/pro/acer-joins-nvidia-gb10-superchip-fan-club-with-usd3-999-veriton-ai-mini-workstation-pc-and-yes-you-can-link-two-to-get-even-more-power,"Acer joins Nvidia GB10 superchip fan club with $3,999 Veriton AI mini workstation PC - and yes, you can link two to get even more power"
2025-09-04,https://www.theverge.com/22371561/best-4k-tv-deals-sale-lg-samsung-sony-tcl,The best deals on 4K TVs
2025-09-04,https://www.engadget.com/ai/openai-rolls-out-chatgpt-projects-to-free-users-215027802.html?src=rss,OpenAI rolls out ChatGPT Projects to free users
2025-09-05,https://techcrunch.com/2025/09/04/fashion-retailers-partner-to-offer-personalized-ai-styling-tool-ella/,Fashion retailers partner to offer personalized AI styling tool ‘Ella’
2025-09-05,https://arstechnica.com/gadgets/2025/09/covid-vaccine-locations-vanish-from-google-maps-due-to-alleged-technical-issue/,COVID vaccine locations vanish from Google Maps due to supposed “technical issue”
2025-09-05,https://www.techradar.com/pro/security/the-swiss-knife-of-malware-emerges-hook-v3-can-do-ransomware-keylogging-ddos-screen-capture-and-far-more,"The 'Swiss army knife' of malware emerges - Hook v3 can do ransomware, keylogging, DDoS, screen capture, and far more"
2025-09-05,https://www.theverge.com/tech/771869/samsung-galaxy-s25-edge-8bitdo-pro-3-controller-deal-sale,Samsung’s ultra-thin Galaxy S25 Edge is $400 off right now
2025-09-05,https://www.engadget.com/cybersecurity/vpn/expressvpn-switches-to-multi-tiered-pricing-with-more-feature-options-130016633.html?src=rss,ExpressVPN switches to multi-tiered pricing with more feature options
2025-09-06,https://techcrunch.com/2025/09/05/personalized-ai-companion-app-dot-is-shutting-down/,Personalized AI companion app Dot is shutting down
2025-09-06,https://arstechnica.com/gaming/2025/09/civilization-vii-team-at-firaxis-games-faces-layoffs/,Civilization VII team at Firaxis Games faces layoffs
2025-09-06,https://www.techradar.com/pro/security/researchers-describe-how-they-took-down-a-p2p-illegal-streaming-vod-site-that-had-almost-25-000-movies-and-series-for-more-than-130-000-users,"Researchers describe how they took down a P2P illegal streaming VOD site that had almost 25,000 movies and series for more than 130,000 users"
2025-09-06,https://www.theverge.com/entertainment/772635/showrunner-orson-welles-the-magnificent-ambersons,Showrunner wants to use generative AI to recreate lost footage from an Orson Welles classic
2025-09-06,https://www.engadget.com/gaming/unity-developers-can-now-tap-into-system-screen-reader-tools-on-macos-and-windows-200348860.html?src=rss,Unity developers can now tap into system screen reader tools on macOS and Windows
2025-09-07,https://techcrunch.com/2025/09/06/eu-fines-google-3-5b-over-adtech-abuse/,EU fines Google $3.5B over adtech ‘abuse’
2025-09-07,https://arstechnica.com/space/2025/09/gop-may-finally-succeed-in-unrelenting-quest-to-kill-two-nasa-climate-satellites/,GOP may finally succeed in unrelenting quest to kill two NASA climate satellites
2025-09-07,https://www.techradar.com/pro/in-case-you-want-to-watch-a-video-tutorial-underwater-ulefone-has-a-waterproof-tablet-with-a-projector-and-a-humongous-24-200mah-battery,"In case you want to watch a video tutorial underwater, Ulefone has a waterproof tablet with a projector and a humongous 24,200mAh battery"
2025-09-07,https://www.theverge.com/news/773352/pocket-scion-synth-mushroom-music,Pocket Scion is a synth you play with plants
2025-09-07,https://www.engadget.com/gaming/the-ivalice-chronicles-team-had-to-remake-the-original-final-fantasy-tactics-source-code-from-scratch-190253342.html?src=rss,The Ivalice Chronicles team had to remake the original Final Fantasy Tactics' source code from scratch
2025-09-08,https://techcrunch.com/2025/09/07/hyundais-evtol-startup-supernal-pauses-work-following-ceo-and-cto-departures/,Hyundai’s eVTOL startup Supernal pauses work following CEO and CTO departures
2025-09-08,https://arstechnica.com/cars/2025/09/porsches-insanely-clever-hybrid-engine-comes-to-the-911-turbo-s/,Porsche’s insanely clever hybrid engine comes to the 911 Turbo S
2025-09-08,https://www.techradar.com/pro/want-to-store-204tb-of-storage-in-a-device-barely-bigger-than-two-shoe-boxes-check-out-the-xcy-x108-a-nas-that-can-take-up-to-8-hdds,"Want to store 204TB of storage in a device barely bigger than two shoe boxes? Check out the XCY X108, a NAS that can take up to 8 HDDs"
2025-09-08,https://www.theverge.com/news/773492/gm-cuts-ev-production-tax-credit,GM slows EV production as tax credit nears expiration
2025-09-08,https://www.engadget.com/big-tech/microsofts-cloud-service-restored-after-reports-of-cut-cables-in-the-red-sea-192312354.html?src=rss,Microsoft's cloud service restored after reports of cut cables in the Red Sea
2025-09-09,https://techcrunch.com/2025/09/08/nuclear-startup-deep-fission-goes-public-in-a-curious-spac/,Nuclear startup Deep Fission goes public in a curious SPAC
2025-09-09,https://arstechnica.com/space/2025/09/the-pentagons-department-of-war-rebrand-extends-to-space/,"On a day of rebranding at the Pentagon, this name change slipped under the radar"
2025-09-09,https://www.techradar.com/pro/acers-new-chromebook-is-the-most-powerful-chromeos-business-laptop-ever-launched-and-it-even-has-a-5-megapixel-webcam-and-touchscreen-display,Acer's new Chromebook is the most powerful ChromeOS business laptop ever launched - and it even has a 5-megapixel webcam and touchscreen display
2025-09-09,https://www.theverge.com/21420196/best-budget-smartphone-cheap,The best budget smartphone you can buy
2025-09-09,https://www.engadget.com/ai/google-expands-ai-mode-beyond-english-for-the-first-time-192245955.html?src=rss,Google expands AI Mode beyond English for the first time
2025-09-10,https://techcrunch.com/2025/09/09/apples-creator-centric-iphone-17-pro-will-make-the-vlogging-camera-obsolete/,Apple’s creator-centric iPhone 17 Pro will make the vlogging camera obsolete
2025-09-10,https://arstechnica.com/security/2025/09/as-hackers-exploit-one-high-severity-sap-flaw-company-warns-of-3-more/,"As hackers exploit one high-severity SAP flaw, company warns of 3 more"
2025-09-10,https://www.techradar.com/audio/earbuds-airpods/apples-live-translation-isnt-exclusive-to-airpods-pro-3-its-coming-to-some-older-earbuds-too,Apple's Live Translation isn't exclusive to AirPods Pro 3 – it's coming to some older earbuds too
2025-09-10,https://www.theverge.com/hands-on/772556/iphone-17-hands-on-first-look-apple-event-photos-features-price,Here’s a first look at the iPhone 17
2025-09-10,https://www.engadget.com/mobile/smartphones/apple-gives-iphone-14-and-15-owners-an-extra-free-year-of-satellite-connectivity-202434416.html?src=rss,Apple gives iPhone 14 and 15 owners an extra free year of satellite connectivity
2025-09-11,https://techcrunch.com/2025/09/10/while-u-s-stalls-australia-and-anduril-move-to-put-xl-undersea-vehicle-into-service/,"While U.S. stalls, Australia and Anduril move to put XL undersea vehicle into service"
2025-09-11,https://arstechnica.com/security/2025/09/senator-blasts-microsoft-for-making-default-windows-vulnerable-to-kerberoasting/,Senator blasts Microsoft for making default Windows vulnerable to “Kerberoasting”
2025-09-11,https://www.techradar.com/audio/wireless-headphones/i-tried-jbls-ultra-cheap-on-ear-headphones-and-id-happily-recommend-them-if-it-werent-for-this-one-problem,I tried JBL’s ultra-cheap on-ear headphones and I’d happily recommend them – if it wasn't for this one problem
2025-09-11,https://www.theverge.com/23639378/best-ipad-apple-buy-model-price,The best iPad to buy
2025-09-11,https://www.engadget.com/social-media/meta-tests-letting-anyone-rate-community-notes-201208279.html?src=rss,Meta tests letting anyone rate Community Notes
2025-09-13,https://techcrunch.com/2025/09/12/why-the-oracle-openai-deal-caught-wall-street-by-surprise/,Why the Oracle-OpenAI deal caught Wall Street by surprise
2025-09-13,https://arstechnica.com/cars/2025/09/electric-vehicle-sales-grew-25-worldwide-but-just-6-in-north-america/,Electric vehicle sales grew 25% worldwide but just 6% in North America
2025-09-13,https://www.techradar.com/how-to-watch/sport/world-athletics-championships-2025-tokyo-free,How to watch the World Athletics Championships 2025 on SBS (it's free)
2025-09-13,https://www.theverge.com/politics/777313/charlie-kirks-alleged-killer-scratched-bullets-with-a-helldivers-combo-and-a-furry-sex-meme,Charlie Kirk&#8217;s alleged killer scratched bullets with a Helldivers combo and a furry sex meme
2025-09-13,https://www.engadget.com/social-media/instagram-fixed-an-issue-that-caused-posting-multiple-stories-to-tank-your-reach-184714482.html?src=rss,Instagram fixed an issue that caused posting multiple Stories to tank your reach
